CompanyName,Contact,Address1,Address2,City,State,Zip1,Zip2,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip1,MailingZip2,RegistrationDate,County,ExpirationDate,StateCompanyID,CompanyType
KATHRYN BENNETT #111,,19  MLK JR DR SW,,ATLANTA,GA,30334,,19  MLK JR DR SW,,ATLANTA,GA,30334,,1/1/1900,FULTON,12/31/2014,1381612,470
KEITH SHIVER #DL071,KEITH SHIVER ,2923 JACKSON DAIRY RD ,,BACONTON,GA,31716,,2923 JACKSON DAIRY RD ,,BACONTON,GA,31716,,6/7/2018,MITCHELL,12/31/2027,55567565,470
"KEITH, JOEL",JOEL KEITH,4541  MOUNTVILLE RD,,HOGANSVILLE,GA,30230,,4541  MOUNTVILLE RD,,HOGANSVILLE,GA,30230,,1/1/1900,TROUP,12/31/2013,527571,420
KELLY FARM,GUS KELLY,179 DRIGGERS RD,,JESUP,GA,31545,,179 DRIGGERS RD,,JESUP,GA,31545,,1/9/2014,WAYNE,12/31/2027,1692739,420
KELLY ROCK HOUSE CREAMERY,JAMES KELLY,2451  BROUGHTON RD,,NEWBORN,GA,30056,,2411  BROUGHTON RD,,NEWBORN,GA,30056,,2/24/2017,MORGAN,12/31/2027,55560045,430
KELLY ROCK HOUSE CREAMERY (MANUFACTURING),JAMES KELLY,2451  BROUGHTON RD,,NEWBORN,GA,30056,,2411  BROUGHTON RD,,NEWBORN,GA,30056,,2/24/2017,MORGAN,12/31/2027,55560255,440
KELLY ROCK HOUSE FARM,JAMES KELLY,2451  BROUGHTON RD,,NEWBORN,GA,30056,,2411  BROUGHTON RD,,NEWBORN,GA,30056,,2/24/2017,MORGAN,12/31/2027,55561221,420
KELVIN JEFFERSON #242,KELVIN JEFFERSON,1950 SE HWY 484,,BELLEVIEW,FL,34421,,PO BOX 3790,,BELLEVIEW,FL,34421,,4/17/2015,,12/31/2027,2794675,470
KENNETH D. PRIMUS #69,,384  LOWER HARMONY RD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,5/7/2014,PUTNAM,12/31/2027,1408416,470
KENNETH L. MURPHY #77,Kenneth & Arnold MURPHY,5266  LUTHERSVILLE ROAD,,LUTHERSVILLE,GA,30251,,5266  LUTHERSVILLE ROAD,,LUTHERSVILLE,GA,30251,,11/3/2011,MERIWETHER,12/31/2014,1408421,475
KENT PAGE #008,KENT PAGE ,1950 HWY 484 SE ,,BELLEVIEW,FL,34421,,PO BOX 3790 ,,BELLEVIEW,FL,34421,,5/11/2018,,12/31/2027,55567568,470
KERENSKY PRYOR #DL058,KERENSKY PRYOR ,500 PROGRESSIVE RD ,,MONTEZUMA,GA,31063,,500 PROGRESSIVE RD ,,MONTEZUMA,GA,31063,,3/13/2018,DOOLY,12/31/2027,55567551,470
KERRY CIRTON #074,KERRY CIRTON ,445 HURRICANE TRL,,DACULA,GA,30019,,PO BOX 1130,,LAWRENCEVILLE,GA,30046,,1/15/2020,GWINNETT,12/31/2027,55567674,475
KEVAN G MCDONALD #014,KEVAN G MCDONALD ,3021 CHATTOOGA WAY ,,BONAIRE,GA,31005,,3021 CHATTOOGA WAY ,,BONAIRE,GA,31005,,11/19/2018,HOUSTON,12/31/2027,55567584,470
KEVIN L. WILLIAMS #73,KEVIN L. WILLIAMS,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,1/1/1900,APPLING,12/31/2014,1408425,470
"KEY, SHELIA A.",SHELIA KEY,853  TWIN BRIDGES RD,,EATONTON,GA,31024,,859  TWIN BRIDGES RD,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2013,527566,420
KHANG NGUYEN #024,,2121  FAULKNER RD NE,,ATLANTA,GA,30324,,2121  FAULKNER RD NE,,ATLANTA,GA,30324,,3/1/2017,FULTON,12/31/2027,55560475,475
KING OF POPS,STEVEN CARSE,337  ELIZABETH ST NE STE B,,ATLANTA,GA,30307,,337  ELIZABETH ST NE STE B,,ATLANTA,GA,30307,,3/4/2011,DEKALB,12/31/2027,641405,440
"KING, EUGENE",EUGENE KING,758  SHILOH CHURCH RD,,MONTEZUMA,GA,31063,,758  Shiloh Church RD,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2027,527658,420
KRAFT FOODS GLOBAL INC.,,261  DELAWARE ST,,WALTON,NY,13856,,261  DELAWARE ST,,WALTON,NY,13856,,11/16/2012,DELAWARE,12/31/2027,1692538,435
KROGER MOUNTAIN VIEW,,10241 E 51ST AVE,,DENVER,CO,80239,,PO BOX 305103,,NASHVILLE,TN,37230,,11/12/2014,,12/31/2027,2666420,445
"KSL CREAM, LLC",KIRBY LIU,2100  PLEASANT HILL RD  STE HO1,,DULUTH,GA,30096,,3338  PEACHTREE RD NE APT 701,,ATLANTA,GA,30326,,9/9/2016,GWINNETT,12/31/2027,55557037,440
KYLE SIMPSON #075,KYLE SIMPSON ,2947 JACKSON DAIRY RD,,BACONTON,GA,31716,,PO BOX 3790 ,,BELLEVIEW,FL,34421,,3/12/2020,MITCHELL,12/31/2027,55567685,475
K-YO,NOAH YODER,529  MILLER RD,,MONTEZUMA,GA,31063,,529  MILLER RD,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527643,420
"LA COLINA DISTRIBUTORS, INC.",,3665  CLAIRMONT RD  STE,,CHAMBLEE,GA,30341,,3665  CLAIRMONT RD  STE,,CHAMBLEE,GA,30341,,1/1/1900,GWINNETT,12/31/2027,527710,440
LA GRANJA,,2600  PLEASANTDALE RD  STE 10,,DORAVILLE,GA,30340,,2600  PLEASANTDALE RD  STE 10,,DORAVILLE,GA,30340,,2/5/2013,GWINNETT,12/31/2013,1692612,440
LA MEJOR DE MICHOACAN CORP.,MANUEL MEDRANO,1714  ATLANTA HWY  STE 3,,GAINESVILLE,GA,30504,,1714  ATLANTA HWY  STE 3,,GAINESVILLE,GA,30504,,1/5/2017,HALL,12/31/2027,55558732,440
"LA MICHOACANA ICE CREAM SHOP, LLC",JESSICA MARTINEZ,1635 GLENN CARRIE RD ,,HULL,GA,30646,,1635 GLENN CARRIE RD ,,HULL,GA,30646,,12/2/2016,,,55558837,440
LA ORIGINAL NIEVE DE GARRAFA,JOSIAS GARCIA,801 E WALNUT AVE  STE G,,DALTON,GA,30721,,801 E WALNUT AVE  STE G,,DALTON,GA,30721,,3/8/2017,WHITFIELD,,55561225,440
LAD LOGISTICS,"MACK GUEST, III",109  BARNETT SHOALS RD,,WATKINSVILLE,GA,30677,,109  BARNETT SHOALS RD,,WATKINSVILLE,GA,30677,,1/13/2017,,12/31/2027,55558936,460
"LAMAR, ROGER L.",ROGER LAMAR,331 NE UPPER HARMONY RD,,EATONTON,GA,31024,,331 NE UPPER HARMONY RD,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,527508,420
"LAND-O-SUN DIARIES, LLC",,400 S CHAMBER DR,,DECATUR,IN,46733,,PO BOX 820,,DECATUR,IN,46733,,11/16/2012,,12/31/2027,1692527,435
LANE SKATES #198,,19  MLK JR DR SW,,ATLANTA,GA,30334,,19  MLK JR DR SW,,ATLANTA,GA,30334,,1/1/1900,FULTON,12/31/2014,1381934,470
"LANE, CHARLIE",CHARLIE LANE,659  AVANT RD,,MONTICELLO,GA,31064,,659  AVANT RD,,MONTICELLO,GA,31064,,1/1/1900,JASPER,12/31/2027,527677,420
LANORRIS FEASTER #045,LANORRIS FEASTER,2947 JACKSON DAIRY RD ,,BACONTON,GA,31716,,2947 JACKSON DAIRY RD ,,BACONTON,GA,31716,,1/17/2018,MITCHELL,12/31/2027,55567523,475
LARRY DEON FOBBS JR #030,LARRY DEON FOBBS JR ,4019 RED OAK RD ,,BAXLEY,GA,31513,,4019 RED OAK RD ,,BAXLEY,GA,31513,,12/17/2018,APPLING,12/31/2027,55567589,470
LAURA JOINER #DL086,LAURA JOINER ,320 HIGHBRIGHTON DAIRY RD UNIT A ,,MONTEZUMA,GA,31063,,PO BOX 820 ,,MONTEZUMA,GA,31063,,6/11/2019,MACON,12/31/2027,55567629,470
LAZY J DAIRY,STANLEY JACKSON,1931  MALCOLM PLACE RD,,CRAWFORDVILLE,GA,30631,,1931  MALCOLM PLACE RD,,CRAWFORDVILLE,GA,30631,,1/1/1900,TALIAFERRO,12/31/2013,1237413,420
"LEATHERBROOK HOLSTEINS, LLC",ADAM GRAFT,1363-C HWY 19 SOUTH,,AMERICUS,GA,31709,,2620  SOUTH LEE ST,,AMERICUS,GA,31709,,1/1/1900,SUMTER,12/31/2027,527507,420
LEON PRUITT #50,,2121  FAULKNER ROAD,,ATLANTA,GA,30324,,2121  FAULKNER ROAD,,ATLANTA,GA,30324,,5/23/2014,FULTON,12/31/2027,1408439,475
LEON T JOHNSON #018,LEON T JOHNSON ,4019 RED OAK RD ,,BAXLEY,GA,31513,,4019 RED OAK RD ,,BAXLEY,GA,31513,,3/5/2020,APPLING,12/31/2027,55567689,470
"LEOPOLD'S, INC",STRATTON LEOPOLD,502 E 37TH ST,,SAVANNAH,GA,31402,,28 S ROCKWELL AVE,,SAVANNAH,GA,31419,,8/22/2014,CHATHAM,12/31/2027,50003177,440
LITTLE CREEK DAIRY,,777 CULLENS RD,,EAST DUBLIN,GA,31027,,777 CULLENS RD,,EAST DUBLIN,GA,31027,,1/1/1900,LAURENS,12/31/2013,527521,420
LOG CABIN DAIRY,Dan Durham,2960  VEAZEY RD,,GREENSBORO,GA,30642,,2960  VEAZEY RD,,GREENSBORO,GA,30642,,1/1/1900,GREENE,12/31/2013,527598,420
LONG BRANCH DAIRY,W.W. & BOB MOORE,2408 SW WHITE PLAINS RD,,WHITE PLAINS,GA,30678,,2408 SW WHITE PLAINS RD,,WHITE PLAINS,GA,30678,,1/1/1900,TALIAFERRO,12/31/2027,527714,420
LONG HOLLOW FARM,"Freeman Millican or Kim L. Millican, Sr.",4389  HOG JOWL RD,,CHICKAMAUGA,GA,30707,,4389  HOG JOWL RD,,CHICKAMAUGA,GA,30707,,1/1/1900,WALKER,12/31/2027,527558,420
"LONG, SHANNON",,267  LOWER HARMONY RD,,EATONTON,GA,31024,,267  LOWER HARMONY RD,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,527568,420
LOWER APPLING COUNTY HOLSTEINS,,18  HOLSTEIN LN,,BAXLEY,GA,31513,,18  HOLSTEIN LN,,BAXLEY,GA,31513,,6/13/2016,APPLING,12/31/2027,55555646,420
LUKE HARVEY #DL016,PHIL HARVEY,157  BETHEL CHURCH RD,,EATONTON,GA,31024,,157  BETHEL CHURCH RD,,EATONTON,GA,31024,,3/29/2016,PUTNAM,12/31/2027,50003495,470
MACO FARM,RUFUS YODER,674  MENNONITE SCHOOL RD,,MONTEZUMA,GA,31063,,2585  FIELDS CROSSING RD,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527656,420
"MARBURGER FARM DIARY, INC",JAMES MARBURGER,1506  MARS EVANS CITY RD,,EVANS CITY,PA,16033,,1506  MARS EVANS CITY RD,,EVANS CITY,PA,16033,,11/16/2012,,12/31/2027,1692522,435
MARIA ALVISO #DL090,MARIA ALVISO ,320 HIGHBRIGHTON DAIRY RD UNIT A ,,MONTEZUMA,GA,31063,,PO BOX 820 ,,MONTEZUMA,GA,31063,,6/11/2019,MACON,12/31/2027,55567633,470
MARK A. REEVES #123,,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,10/20/2017,APPLING,12/31/2027,55566385,470
MARK W. EDMISTON #177,MARK EDMINSTON,730  DEKALB INDUSTRIAL BLVD. ATTN: MARK EDMISTON,,DECATUR,GA,30030,,730  DEKALB INDUSTRIAL BLVD. ATTN: MARK EDMISTON,,DECATUR,GA,30030,,1/1/1900,DEKALB,12/31/2027,1382395,475
MARTIN DAIRY,,414  BREWER RD,,LULA,GA,30554,,414  BREWER RD,,LULA,GA,30554,,1/1/1900,BANKS,12/31/2027,1381956,420
MARTIN DAIRY LLP,Ed Jones,591 MARTIN DAIRY RD,,BOWERSVILLE,GA,30516,,MARTIN DAIRY LLP,1604 ANKERICH RD,BOWERSVILLE,GA,30516,,1/1/1900,HART,12/31/2027,527509,420
MATT SPARKMAN #112,,1263  ROSSMAN DAIRY RD,,MOULTRIE,GA,31768,,1263  ROSSMAN DAIRY RD,,MOULTRIE,GA,31768,,1/1/1900,COLQUITT,12/31/2027,1381908,475
MATTHEW GOMEZ #021,MATTHEW GOMEZ,2947 JACKSON DAIRY RD ,,BACONTON,GA,31716,,PO BOX 3790 ,,BELLEVIEW,FL,34421,,3/12/2019,MITCHELL,12/31/2027,55567617,475
MATTHEW JOHNSON #161,,1950 SE HWY 484,,BELLEVIEW,FL,34421,,PO BOX 3790,,BELLEVIEW,FL,34421,,9/22/2016,,12/31/2027,55556855,470
MATTHEW WALKER #DL059,MATTHEW WALKER ,1141 BROUGHTON RD ,,MADISON,GA,30650,,1141 BROUGHTON RD ,,MADISON,GA,30650,,3/14/2018,MORGAN,12/31/2027,55567549,470
MAURICIO BERNABE #DL056,MAURICIO BERNABE ,500 PROGRESSIVE RD ,,MONTEZUMA,GA,31063,,500 PROGRESSIVE RD ,,MONTEZUMA,GA,31063,,3/13/2018,DOOLY,12/31/2027,55567547,470
MAYFIELD DAIRY FARMS,,126  BARBER CT,,BIRMINGHAM,AL,35209,,126  BARBER CT,,BIRMINGHAM,AL,35209,,11/30/2012,,12/31/2027,1692576,445
MAYFIELD DAIRY FARMS,,1160  BROADWAY AVE,,BRASELTON,GA,30517,,PO BOX 400,,BRASELTON,GA,30517,,1/1/1900,JACKSON,12/31/2027,527688,450
MAYFIELD DAIRY FARMS,,1160  BROADWAY AVE,,BRASELTON,GA,30517,,1160  BROADWAY AVE,,BRASELTON,GA,30517,,1/1/1900,JACKSON,12/31/2027,527687,430
MAYFIELD DAIRY FARMS,,312 S OAK ST,,VALDOSTA,GA,31601,,312 S OAK ST,,VALDOSTA,GA,31601,,2/24/2017,LOWNDES,12/31/2027,55560624,460
MAYFIELD DAIRY FARMS,GREG TANNER,2255  GRAY HWY,,MACON,GA,31211,,2255  GRAY HWY,,MACON,GA,31211,,1/1/1900,BIBB,12/31/2013,527983,460
MAYFIELD DAIRY FARMS,,121 S RIDGE AVE,,TIFTON,GA,31794,,PO BOX 310,,ATHENS,TN,37303,,1/1/1900,TIFT,12/31/2027,527992,460
"MAYFIELD DAIRY FARMS, INC",,1971  DELK INDUSTRIAL BLVD,,MARIETTA,GA,30067,,1971  DELK INDUSTRIAL BLVD,,MARIETTA,GA,30067,,12/3/2008,COBB,12/31/2013,528165,460
"MAYFIELD DAIRY FARMS, LLC",PAT PURDY,806 E MADISON AVE,,ATHENS,TN,37303,,PO BOX 310,,ATHENS,TN,37371,,11/16/2012,,12/31/2027,1692519,435
"MAYFIELD DAIRY FARMS, LLC",MARK HOWARD,9488  JACKSON TRAIL RD,,HOSCHTON,GA,30548,,PO BOX 400,,BRASELTON,GA,30517,,1/1/1900,JACKSON,12/31/2027,529285,460
MD & VA MILK PRODUCERS COOP. ASSN. INC.,,1985 ISAAC NEWTON SQ,,HERNDON,VA,20190,,1985 ISAAC NEWTON SQ,,HERNDON,VA,20190,,11/15/2012,,12/31/2027,1692454,415
MELBA DURHAM,JIM & C.A. DURHAM,1851  MALCOLM DURHAM RD,,UNION POINT,GA,30669,,1851  MALCOM DURHAM RD,,UNION POINT,GA,30669,,2/21/2014,GREENE,12/31/2027,527614,420
MENLIK SHENKUTE #081,,2121  FAULKNER RD,,ATLANTA,GA,30324,,2121  FAULKNER RD,,ATLANTA,GA,30324,,8/11/2016,,12/31/2027,55556661,475
MERIWETHER DAIRY,BILL MERIWETHER,1460 MERIWETHER RD,,NEWBORN,GA,30056,,1460 MERIWETHER RD,,NEWBORN,GA,30056,,1/1/1900,MORGAN,12/31/2027,527610,420
"MESSER DAIRY, INC.",,7187 STATE ROAD 33,,BOSTON,GA,31626,,7187 STATE ROAD 33,,BOSTON,GA,31626,,10/16/2008,THOMAS,12/31/2027,527638,420
MI DUCLE MICHOACANA,SANDRA OCHOA CARLOS F. OLAVE,1710  WILWAT DR  STE K,,NORCROSS,GA,30093,,1710  WILWAT DR  STE K,,NORCROSS,GA,30093,,9/14/2017,GWINNETT,,55565398,440
MICHAEL BUTTS #DL078,MICHAEL BUTTS,384 LOWER HARMONY RD ,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,1/17/2019,PUTNAM,12/31/2027,55567610,470
MICHAEL CLARK #076,MICHAEL CLARK ,2947 JACKSON DAIRY RD ,,BACONTON,GA,31716,,PO BOX 3790 ,,BELLEVIEW,FL,34421,,3/12/2020,MITCHELL,12/31/2027,55567686,475
MICHAEL D. ARD #197,,60  HAROLD G CLARKE PKWY,,FORSYTH,GA,31029,,PO BOX 907,,FORSYTH,GA,31029,,1/1/1900,MONROE,12/31/2014,1382357,470
"MILKCO, INC",,220  DEAVERVIEW RD,,ASHEVILLE,NC,28816,,220  DEAVERVIEW RD,,ASHEVILLE,NC,28816,,11/16/2012,,12/31/2027,1692515,435
MILLROCK FARM,BOB MUNDY,2466  POBIDDY RD,,TALBOTTON,GA,31827,,2466  POBIDDY RD,,TALBOTTON,GA,31827,,1/1/1900,TALBOT,12/31/2013,1319407,420
MINH NGUYEN #141,MINH NGUYEN,2121  FAULKNER RD NE,,ATLANTA,GA,30324,,2121  FAULKNER RD NE,,ATLANTA,GA,30324,,3/9/2016,FULTON,12/31/2027,50003535,475
MIRACLE WINGFIELD #025,MIRACLE WINGFIELD,2947 JACKSON DAIRY RD,,BACONTON,GA,31716,,PO BOX 3790,,BELLEVIEW,FL,34421,,10/10/2019,MITCHELL,12/31/2027,55567649,475
MOODY'S DAIRY INC,,7920 JAMESTOWN RD,,WAYCROSS,GA,31503,,7920 JAMESTOWN RD,,WAYCROSS,GA,31503,,1/1/1900,WARE,12/31/2013,527640,420
"MOON, JAMES W.",,1380 BLUE SPRINGS RD,,BUCKHEAD,GA,30625,,1380 BLUE SPRINGS RD,,BUCKHEAD,GA,30625,,1/1/1900,MORGAN,12/31/2013,527524,420
"MOORE, BOB",BOB MOORE,288  LITTLE RD,,BUCKHEAD,GA,30625,,123  CHANDLER RD,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2013,527577,420
"MOORHEAD FARMS, INC",,100  DAIRY LN,,BOWERSVILLE,GA,30516,,100  DAIRY LN,,BOWERSVILLE,GA,30516,,1/1/1900,HART,12/31/2027,527682,420
MORNING STAR FOODS INC,RICHARD ROSEMIRE,299  5TH AVE,,GUSTINE,CA,95322,,299  5TH AVE,,GUSTINE,CA,95322,,10/30/2012,,,55558242,435
MORNINGSTAR FOODS LLC,DEAN FOODS,428  PATRICK ST,,FREDERICK,MD,21701,,428  PATRICK ST,,FREDERICK,MD,21701,,10/30/2012,,,55558244,435
MORNINGSTAR FOODS LLC,,428 PATRICK ST ,,FREDERICK,MD,21701,,428 PATRICK ST ,,FREDERICK,MD,21701,,10/30/2012,,,55567694,435
"MOSS, DAVID L.",DAVID MOSS,1101  GODFREY HWY,,MADISON,GA,30650,,1101  GODFREY HWY,,MADISON,GA,30650,,1/1/1900,MORGAN,12/31/2027,527576,420
"MOUNTAIN FRESH CREAMERY, LLC",SCOTT GLOVER,6615  CLEVELAND HWY  BLDG,,CLERMONT,GA,30527,,7118  BRITT GAILEY RD,,CLERMONT,GA,30527,,1/1/1900,HALL,12/31/2027,1408698,430
"MOUNTAIN FRESH CREAMERY, LLC #5937",SCOTT GLOVER,6615  CLEVELAND HWY,,CLERMONT,GA,30527,,7118  BRITT GAILEY,,CLERMONT,GA,30527,,1/1/1900,HALL,12/31/2027,641407,480
MRS. CHARLES COPELAN,,3321 LAKE OCONEE PKWY,,GREENSBORO,GA,30642,,3321 LAKE OCONEE PKWY,,GREENSBORO,GA,30642,,3/18/2013,GREENE,12/31/2027,1692631,420
MUDDY H HOLSTEINS,,4877  CLARK BRIDGE RD,,GAINESVILLE,GA,30506,,4877  CLARK BRIDGE RD,,GAINESVILLE,GA,30506,,1/1/1900,HALL,12/31/2027,1357404,420
MURPHY DAIRY #1213,Kenneth & Arnold MURPHY,5226  LUTHERSVILLE RD,,LUTHERSVILLE,GA,30251,,5226  LUTHERSVILLE RD,,LUTHERSVILLE,GA,30251,,4/11/2017,MERIWETHER,12/31/2027,55561219,480
MURPHY'S DAIRY,ARNOLD MURPHY,6800  ROCKY MOUNT RD,,GAY,GA,30218,,8102  ROCKY MOUNT RD,,LUTHERSVILLE,GA,30218,,12/30/2008,MERIWETHER,12/31/2027,527585,420
MUSTAPHA EL BADRI #DL074,MUSTAPHA EL BADRI ,906 US HWY 19 N ,,LEESBURG,GA,31763,,906 US HWY 19 N ,,LEESBURG,GA,31763,,6/7/2018,LEE,12/31/2027,55567578,470
MYKEL JACKSON #020,,445  HURRICANE TRL,,DACULA,GA,30019,,445  HURRICANE TRL,,DACULA,GA,30019,,11/22/2016,,12/31/2027,55559038,475
N & S DAIRY,NOAH AND DAVID YODER,704  CAMP RD,,OGLETHORPE,GA,31063,,529  MILLER RD,,MONTEZUMA,GA,31063,,3/29/2016,MACON,12/31/2027,50003478,420
NESTLE DSD,BRUCE BERTHOLD,2410  TECH CENTER PKWY  STE 250,,LAWRENCEVILLE,GA,30043,,2410  TECH CENTER PKWY  STE 250,,LAWRENCEVILLE,GA,30043,,1/1/1900,GWINNETT,12/31/2027,528688,460
NESTLE USA INC.,APRIL BLACKMORE,4301 W 73RD ST,,ANDERSON,IN,46013,,800 NE BRAND BLVD,,GLENDALE,CA,91203,,7/29/2013,,12/31/2027,1692683,445
NICHOLAS MACKEY #219,,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,8/20/2015,APPLING,12/31/2027,37109745,470
NIKKI TEST GA DAIRY LICENSE,NIKKI WETZEL,STREET 1,STREET 2,CITY,ST,12345,,MAILING 1,MAILING 2,CITY,ST,98765,,1/31/2019,WALTON,6/30/2019,1692437,490
NOVOLUK  LLC,MOHAMED LAKHPATWALA,6955  MCGINNIS FERRY RD  STE 107,,JOHNS CREEK,GA,30097,,PO BOX 1705,,SUWANEE,GA,30024,,1/19/2016,GWINNETT,12/31/2027,50002687,440
OAKHILL FARM INC.,DAVID BYRD,906  U.S. HWY 19 NORTH,,LEESBURG,GA,31763,,PO BOX 150,,LEESBURG,GA,31763,,1/1/1900,LEE,12/31/2027,527546,420
"OCMULGEE DAIRY, INC.",NEAL TALTON,203  CULLEN DR,,BONAIRE,GA,31005,,PO BOX 700,,BONAIRE,GA,31005,,1/1/1900,HOUSTON,12/31/2027,527555,420
OLIVER & SONS,DANIEL OLIVER,8460  SKITTS MOUNTAIN RD,,LULA,GA,30554,,8460  SKITTS MOUNTAIN RD,,LULA,GA,30554,,1/1/1900,HALL,12/31/2013,527806,420
OUTBACK DAIRY,David Yoder,704  CAMP RD,,OGLETHORPE,GA,31063,,3205  STATE RT. 224E,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2027,527767,420
OVERHOLT FARM,,2563  PERKINS FARM RD,,MARSHALLVILLE,GA,31057,,2563 PERKINS FARM RD.,,MARSHALLVILLE,GA,31057,,1/1/1900,MACON,12/31/2013,527723,420
"P & O PACKAGING, LLC",SCOTT RYAN,1403  NEEDHAM DR,,DALTON,GA,30720,,1403  NEEDHAM DR,,DALTON,GA,30720,,1/1/1900,WHITFIELD,12/31/2027,1512404,450
PALATERIA LA HUERTA,SERGIO PANTOJA-MARTNEZ,9131 E HWY 52,,EAST ELLIJAY,GA,30540,,599  BIBLE BAPTIST RD,,ELLIJAY,GA,30536,,4/19/2013,GILMER,12/31/2027,1692725,440
PALETERIA LA FIESTA,,49  BEASLEY DR,,ELLIJAY,GA,30536,,49  BEASLEY DR,,ELLIJAY,GA,30536,,1/1/1900,GILMER,12/31/2027,527756,440
PALETERIA LA MEXICANA,,634  TAILS CREEK RD,,ELLIJAY,GA,30540,,634  TAILS CREEK RD,,ELLIJAY,GA,30540,,1/1/1900,GILMER,12/31/2027,527704,440
PALETERIA LA REYNA,,308  GRINES ST,,DALTON,GA,30721,,308  GRINES ST,,DALTON,GA,30721,,1/1/1900,WHITFIELD,12/31/2013,527989,440
PALETERIA MICHOACAN,,335  GOODWILL DR,,DALTON,GA,30721,,335  GOODWILL DR,,DALTON,GA,30721,,1/1/1900,WHITFIELD,12/31/2027,1598419,440
PALETERIA MICHOACANA,SANDRA OCHOA FRANCISCO J. FUENTES,737  ROSWELL ST  STE 202,,MARIETTA,GA,30060,,737  ROSWELL ST  STE 202,,MARIETTA,GA,30060,,4/28/2015,COBB,12/31/2027,2794687,440
PALETERIA MONARCA,MARIA ALVAREZ,707 N HAMILTON ST  STE B,,DALTON,GA,30720,,107 N MARSHALL DR  STE B,,DALTON,GA,30721,,1/1/1900,WHITFIELD,12/31/2012,527775,440
PALETERIA SUPERIOR,JAIME LOPEZ,445  PAT MELL RD  STE 100,,SMYRNA,GA,30080,,1310 SE JOYNER AVE,,MARIETTA,GA,30060,,1/1/1900,COBB,12/31/2012,527757,440
PALETERIA SUPREMA,ARTURO SANCHEZ,4442  JONESBORO RD,,FOREST PARK,GA,30297,,4442  JONESBORO RD,,FOREST PARK,GA,30297,,10/24/2013,CLAYTON,12/31/2027,1692730,440
PANPALETA INC.,SEBASTIAN ARIAS,3307  BUFORD HWY  STE 450,,ATLANTA,GA,30329,,3307  BUFORD HWY  STE 450,,ATLANTA,GA,30329,,5/12/2016,DEKALB,12/31/2027,50004125,440
PARHAM DAIRY INC.,,330  PARKS RD,,EATONTON,GA,31024,,330  PARKS RD,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,527565,420
PAUL BROWN #004,PAUL BROWN ,7118 BRITT GAILEY ROAD,,CLERMONT,GA,30527,,7118 BRITT GAILEY ROAD,,CLERMONT,GA,30527,,7/31/2019,HALL,12/31/2027,55567641,
PEACHEY'S AND CREAM DAIRY INC.,ANDREW PEACHEY,6550  US 221 SOUTH,,BARTOW,GA,30413,,6550  US 221 SOUTH,,BARTOW,GA,30413,,5/9/2017,JEFFERSON,12/31/2027,55562263,420
PETERS DAIRY PARTNERSHIP LLLP,THOMAS PETERS JIM PETERS,314  BLUE RIDGE SCHOOL RD,,FORSYTH,GA,31029,,314  BLUE RIDGE SCHOOL RD,,FORSYTH,GA,31029,,1/1/1900,MONROE,12/31/2027,527737,420
PHIL PAXSON #225,PHIL PAXSON,19  MLK JR DR SW,,ATLANTA,GA,30334,,19  MLK JR DR SW,,ATLANTA,GA,30334,,9/5/2013,FULTON,12/31/2013,1692688,470
PINECREST DAIRY,JANET DUVALL,1820  CEDAR GROVE,,GREENSBORO,GA,30642,,1820  CEDAR GROVE RD,,GREENSBORO,GA,30642,,1/1/1900,GREENE,12/31/2027,527600,420
PINELAND DAIRY,BERYL LANDIS,902 ROSIER RD,,WAYNESBORO,GA,30830,,902 ROSIER RD,,WAYNESBORO,GA,30830,,1/1/2014,BURKE,12/31/2027,527624,420
PINELAND DAIRY INC. # 3 / BIRDSVILLE DAIRY,,1329 BLACK CIRCLE DRIVE ,,MILLEN,GA,30442,,902 ROSIER RD.,,WAYNESBORO,GA,30830,,1/1/2014,JENKINS,12/31/2027,1692593,420
PINELAND DAIRY INC. #2,,407 FOUR POINTS RD,,HEPHZIBAH,GA,30815,,407 FOUR POINTS RD,,HEPHZIBAH,GA,30815,,1/1/2014,BURKE,12/31/2027,527781,420
PITZER AND SONS DAIRY,LYNN PITZER,180  SADDLECREEK RD,,PERRY,GA,31069,,180  SADDLECREEK RD,,PERRY,GA,31069,,1/1/1900,HOUSTON,12/31/2027,527526,420
